,names,names_country,split
2735,Nassar,Arabic,train
2736,Seif,Arabic,test
2737,Nassar,Arabic,train
2738,Daher,Arabic,train
2739,Daher,Arabic,test
2740,Maalouf,Arabic,train
2741,Rahal,Arabic,train
2742,Quraishi,Arabic,train
2743,Hadad,Arabic,train
2744,Bahar,Arabic,valid
2745,Sabbag,Arabic,train
2746,Halabi,Arabic,train
2747,Tuma,Arabic,valid
2748,Antoun,Arabic,train
2749,Boutros,Arabic,train
2750,Gerges,Arabic,train
2751,Bishara,Arabic,train
2752,Baba,Arabic,test
2753,Zogby,Arabic,train
2754,Nahas,Arabic,train
2755,Atiyeh,Arabic,test
2756,Rahal,Arabic,train
2757,Sabbagh,Arabic,train
2758,Bitar,Arabic,train
2759,Botros,Arabic,valid
2760,Tuma,Arabic,train
2761,Ganim,Arabic,train
2762,Handal,Arabic,train
2763,Daher,Arabic,train
2764,Boutros,Arabic,test
2765,Khouri,Arabic,train
2766,Maroun,Arabic,valid
2767,Mifsud,Arabic,train
2768,Arian,Arabic,train
2769,Safar,Arabic,train
2770,Koury,Arabic,train
2771,Deeb,Arabic,valid
2772,Shamoun,Arabic,test
2773,Cham,Arabic,train
2774,Asghar,Arabic,train
2775,Morcos,Arabic,train
2776,Tahan,Arabic,train
2777,Salib,Arabic,test
2778,Aswad,Arabic,train
2779,Shadid,Arabic,valid
2780,Saliba,Arabic,train
2781,Ganim,Arabic,train
2782,Haik,Arabic,test
2783,Kattan,Arabic,test
2784,Antoun,Arabic,train
2785,Hajjar,Arabic,train
2786,Toma,Arabic,train
2787,Toma,Arabic,train
2788,Antoun,Arabic,train
2789,Tahan,Arabic,test
2790,Haik,Arabic,train
2791,Kassis,Arabic,train
2792,Shamoun,Arabic,train
2793,Shammas,Arabic,train
2794,Kassis,Arabic,train
2795,Shadid,Arabic,valid
2796,Samaha,Arabic,valid
2797,Sarraf,Arabic,valid
2798,Nader,Arabic,train
2799,Ganem,Arabic,train
2800,Zogby,Arabic,train
2801,Maloof,Arabic,test
2802,Kalb,Arabic,valid
2803,Gerges,Arabic,valid
2804,Seif,Arabic,train
2805,Nahas,Arabic,train
2806,Arian,Arabic,train
2807,Asfour,Arabic,test
2808,Hakimi,Arabic,train
2809,Ba,Arabic,train
2810,Handal,Arabic,train
2811,Abadi,Arabic,train
2812,Harb,Arabic,train
2813,Nader,Arabic,train
2814,Asghar,Arabic,train
2815,Sabbag,Arabic,train
2816,Touma,Arabic,train
2817,Amari,Arabic,train
2818,Kanaan,Arabic,train
2819,Hajjar,Arabic,valid
2820,Said,Arabic,test
2821,Sarraf,Arabic,test
2822,Haddad,Arabic,train
2823,Mifsud,Arabic,train
2824,Shammas,Arabic,train
2825,Sleiman,Arabic,train
2826,Asfour,Arabic,train
2827,Deeb,Arabic,valid
2828,Kattan,Arabic,test
2829,Naser,Arabic,train
2830,Said,Arabic,train
2831,Bishara,Arabic,test
2832,Harb,Arabic,test
2833,Morcos,Arabic,test
2834,Sayegh,Arabic,train
2835,Said,Arabic,train
2836,Naser,Arabic,train
2837,Aswad,Arabic,train
2838,Seif,Arabic,train
2839,Kouri,Arabic,train
2840,Dagher,Arabic,train
2841,Shamon,Arabic,valid
2842,Hadad,Arabic,train
2843,Handal,Arabic,train
2844,Tuma,Arabic,test
2845,Shamon,Arabic,train
2846,Hakimi,Arabic,test
2847,Rahal,Arabic,train
2848,Hadad,Arabic,train
2849,Ghannam,Arabic,train
2850,Almasi,Arabic,train
2851,Daher,Arabic,train
2852,Handal,Arabic,test
2853,Malouf,Arabic,test
2854,Mansour,Arabic,train
2855,Sabbagh,Arabic,train
2856,Sabbag,Arabic,train
2857,Saliba,Arabic,train
2858,Haddad,Arabic,test
2859,Tahan,Arabic,train
2860,Khoury,Arabic,valid
2861,Harb,Arabic,train
2862,Ganim,Arabic,test
2863,Mansour,Arabic,valid
2864,Ganem,Arabic,train
2865,Handal,Arabic,train
2866,Handal,Arabic,train
2867,Antar,Arabic,valid
2868,Asfour,Arabic,train
2869,Kouri,Arabic,train
2870,Cham,Arabic,test
2871,Masih,Arabic,valid
2872,Saliba,Arabic,train
2873,Qureshi,Arabic,test
2874,Daher,Arabic,train
2875,Safar,Arabic,valid
2876,Assaf,Arabic,train
2877,Harb,Arabic,train
2878,Abboud,Arabic,train
2879,Haik,Arabic,train
2880,Ghannam,Arabic,train
2881,Maalouf,Arabic,train
2882,Daher,Arabic,train
2883,Najjar,Arabic,valid
2884,Mifsud,Arabic,train
2885,Daher,Arabic,valid
2886,Amari,Arabic,train
2887,Saliba,Arabic,train
2888,Kanaan,Arabic,train
2889,Guirguis,Arabic,train
2890,Atiyeh,Arabic,train
2891,Sleiman,Arabic,train
2892,Mikhail,Arabic,valid
2893,Arian,Arabic,train
2894,Wasem,Arabic,train
2895,Attia,Arabic,valid
2896,Nassar,Arabic,train
2897,Cham,Arabic,train
2898,Koury,Arabic,train
2899,Baba,Arabic,train
2900,Guirguis,Arabic,train
2901,Morcos,Arabic,test
2902,Quraishi,Arabic,train
2903,Seif,Arabic,train
2904,Sarkis,Arabic,test
2905,Moghadam,Arabic,train
2906,Ba,Arabic,train
2907,Boutros,Arabic,train
2908,Nader,Arabic,train
2909,Gerges,Arabic,train
2910,Salib,Arabic,train
2911,Salib,Arabic,valid
2912,Guirguis,Arabic,valid
2913,Essa,Arabic,train
2914,Guirguis,Arabic,train
2915,Antoun,Arabic,test
2916,Kassis,Arabic,train
2917,Abboud,Arabic,train
2918,Najjar,Arabic,train
2919,Aswad,Arabic,train
2920,Srour,Arabic,train
2921,Mifsud,Arabic,valid
2922,Ghanem,Arabic,train
2923,Bitar,Arabic,valid
2924,Ghannam,Arabic,train
2925,Asghar,Arabic,train
2926,Deeb,Arabic,test
2927,Kalb,Arabic,train
2928,Nader,Arabic,train
2929,Srour,Arabic,train
2930,Attia,Arabic,train
2931,Shamon,Arabic,train
2932,Bata,Arabic,valid
2933,Nahas,Arabic,test
2934,Gerges,Arabic,test
2935,Kanaan,Arabic,train
2936,Kassis,Arabic,train
2937,Sarkis,Arabic,valid
2938,Maloof,Arabic,train
2939,Almasi,Arabic,train
2940,Nassar,Arabic,train
2941,Saliba,Arabic,test
2942,Arian,Arabic,train
2943,Ghanem,Arabic,train
2944,Awad,Arabic,train
2945,Naifeh,Arabic,valid
2946,Boutros,Arabic,train
2947,Fakhoury,Arabic,valid
2948,Sabbag,Arabic,train
2949,Antar,Arabic,train
2950,Tahan,Arabic,train
2951,Mustafa,Arabic,train
2952,Almasi,Arabic,test
2953,Shammas,Arabic,train
2954,Totah,Arabic,train
2955,Boutros,Arabic,train
2956,Cham,Arabic,train
2957,Shamon,Arabic,train
2958,Ganim,Arabic,valid
2959,Ghanem,Arabic,train
2960,Assaf,Arabic,test
2961,Khoury,Arabic,valid
2962,Naifeh,Arabic,train
2963,Bahar,Arabic,train
2964,Quraishi,Arabic,train
2965,Bishara,Arabic,test
2966,Cham,Arabic,train
2967,Asfour,Arabic,train
2968,Ghannam,Arabic,train
2969,Khoury,Arabic,train
2970,Sayegh,Arabic,test
2971,Hanania,Arabic,train
2972,Maroun,Arabic,train
2973,Kouri,Arabic,train
2974,Sarkis,Arabic,train
2975,Haik,Arabic,test
2976,Basara,Arabic,test
2977,Salib,Arabic,train
2978,Shammas,Arabic,valid
2979,Fakhoury,Arabic,train
2980,Nahas,Arabic,train
2981,Ganim,Arabic,train
2982,Botros,Arabic,train
2983,Arian,Arabic,train
2984,Shalhoub,Arabic,train
2985,Hadad,Arabic,train
2986,Mustafa,Arabic,train
2987,Shalhoub,Arabic,train
2988,Kassab,Arabic,train
2989,Asker,Arabic,train
2990,Botros,Arabic,valid
2991,Kanaan,Arabic,train
2992,Gaber,Arabic,train
2993,Bazzi,Arabic,train
2994,Sayegh,Arabic,valid
2995,Nassar,Arabic,valid
2996,Kassis,Arabic,train
2997,Fakhoury,Arabic,train
2998,Kassis,Arabic,train
2999,Amari,Arabic,train
3000,Sarraf,Arabic,test
3001,Mifsud,Arabic,valid
3002,Salib,Arabic,valid
3003,Samaha,Arabic,test
3004,Mustafa,Arabic,train
3005,Asfour,Arabic,train
3006,Najjar,Arabic,train
3007,Essa,Arabic,test
3008,Naifeh,Arabic,train
3009,Cham,Arabic,train
3010,Sarraf,Arabic,train
3011,Moghadam,Arabic,train
3012,Fakhoury,Arabic,valid
3013,Assaf,Arabic,train
3014,Almasi,Arabic,test
3015,Asghar,Arabic,train
3016,Nader,Arabic,train
3017,Kalb,Arabic,valid
3018,Shamoun,Arabic,valid
3019,Gerges,Arabic,train
3020,Wasem,Arabic,test
3021,Morcos,Arabic,train
3022,Nader,Arabic,train
3023,Said,Arabic,train
3024,Safar,Arabic,train
3025,Quraishi,Arabic,train
3026,Samaha,Arabic,train
3027,Kassab,Arabic,test
3028,Deeb,Arabic,test
3029,Sarraf,Arabic,train
3030,Rahal,Arabic,valid
3031,Naifeh,Arabic,train
3032,Ba,Arabic,train
3033,Nazari,Arabic,train
3034,Ganim,Arabic,test
3035,Arian,Arabic,test
3036,Asker,Arabic,valid
3037,Touma,Arabic,train
3038,Kassab,Arabic,valid
3039,Tahan,Arabic,train
3040,Mansour,Arabic,valid
3041,Morcos,Arabic,valid
3042,Shammas,Arabic,train
3043,Baba,Arabic,train
3044,Morcos,Arabic,train
3045,Isa,Arabic,test
3046,Moghadam,Arabic,train
3047,Ganem,Arabic,train
3048,Baz,Arabic,train
3049,Totah,Arabic,valid
3050,Nader,Arabic,train
3051,Kouri,Arabic,test
3052,Guirguis,Arabic,test
3053,Koury,Arabic,train
3054,Zogby,Arabic,train
3055,Basara,Arabic,train
3056,Baz,Arabic,train
3057,Deeb,Arabic,train
3058,Mustafa,Arabic,train
3059,Shadid,Arabic,valid
3060,Awad,Arabic,train
3061,Sarraf,Arabic,train
3062,Quraishi,Arabic,train
3063,Kanaan,Arabic,valid
3064,Tahan,Arabic,train
3065,Ghannam,Arabic,train
3066,Shammas,Arabic,valid
3067,Abboud,Arabic,valid
3068,Najjar,Arabic,train
3069,Bishara,Arabic,train
3070,Tuma,Arabic,train
3071,Srour,Arabic,train
3072,Mifsud,Arabic,train
3073,Srour,Arabic,train
3074,Hajjar,Arabic,train
3075,Qureshi,Arabic,train
3076,Bitar,Arabic,train
3077,Hadad,Arabic,train
3078,Almasi,Arabic,train
3079,Wasem,Arabic,train
3080,Abadi,Arabic,valid
3081,Maroun,Arabic,train
3082,Baz,Arabic,train
3083,Koury,Arabic,test
3084,Ganem,Arabic,valid
3085,Awad,Arabic,train
3086,Maalouf,Arabic,train
3087,Mifsud,Arabic,train
3088,Haik,Arabic,train
3089,Sleiman,Arabic,train
3090,Arian,Arabic,train
3091,Seif,Arabic,train
3092,Mansour,Arabic,test
3093,Koury,Arabic,test
3094,Kattan,Arabic,test
3095,Koury,Arabic,train
3096,Aswad,Arabic,train
3097,Ba,Arabic,train
3098,Rahal,Arabic,train
3099,Zogby,Arabic,train
3100,Bahar,Arabic,test
3101,Fakhoury,Arabic,train
3102,Samaha,Arabic,train
3103,Sarraf,Arabic,train
3104,Mifsud,Arabic,train
3105,Antar,Arabic,train
3106,Moghadam,Arabic,valid
3107,Botros,Arabic,valid
3108,Srour,Arabic,valid
3109,Sabbag,Arabic,train
3110,Sayegh,Arabic,train
3111,Rahal,Arabic,train
3112,Attia,Arabic,valid
3113,Naifeh,Arabic,test
3114,Saliba,Arabic,train
3115,Mustafa,Arabic,valid
3116,Amari,Arabic,train
3117,Issa,Arabic,test
3118,Masih,Arabic,train
3119,Khouri,Arabic,train
3120,Haddad,Arabic,train
3121,Kalb,Arabic,test
3122,Bazzi,Arabic,train
3123,Salib,Arabic,train
3124,Hanania,Arabic,test
3125,Shamoon,Arabic,train
3126,Tuma,Arabic,valid
3127,Cham,Arabic,train
3128,Antoun,Arabic,train
3129,Wasem,Arabic,train
3130,Kouri,Arabic,train
3131,Ghanem,Arabic,valid
3132,Wasem,Arabic,train
3133,Khoury,Arabic,test
3134,Assaf,Arabic,train
3135,Ganem,Arabic,test
3136,Seif,Arabic,train
3137,Nader,Arabic,valid
3138,Essa,Arabic,train
3139,Shadid,Arabic,test
3140,Botros,Arabic,test
3141,Sleiman,Arabic,train
3142,Bishara,Arabic,train
3143,Basara,Arabic,train
3144,Maalouf,Arabic,train
3145,Issa,Arabic,train
3146,Nassar,Arabic,train
3147,Moghadam,Arabic,valid
3148,Ganim,Arabic,train
3149,Kassis,Arabic,train
3150,Antoun,Arabic,test
3151,Said,Arabic,train
3152,Khouri,Arabic,train
3153,Salib,Arabic,train
3154,Baz,Arabic,train
3155,Sarkis,Arabic,train
3156,Tuma,Arabic,train
3157,Naifeh,Arabic,test
3158,Najjar,Arabic,train
3159,Asker,Arabic,train
3160,Khouri,Arabic,test
3161,Mustafa,Arabic,train
3162,Najjar,Arabic,train
3163,Sabbag,Arabic,train
3164,Malouf,Arabic,train
3165,Wasem,Arabic,train
3166,Maalouf,Arabic,train
3167,Gaber,Arabic,valid
3168,Said,Arabic,train
3169,Zogby,Arabic,test
3170,Bahar,Arabic,train
3171,Hanania,Arabic,train
3172,Shalhoub,Arabic,test
3173,Abadi,Arabic,train
3174,Handal,Arabic,train
3175,Qureshi,Arabic,train
3176,Kanaan,Arabic,test
3177,Abboud,Arabic,train
3178,Mifsud,Arabic,train
3179,Touma,Arabic,valid
3180,Ganim,Arabic,train
3181,Bishara,Arabic,test
3182,Bazzi,Arabic,test
3183,Gaber,Arabic,train
3184,Haik,Arabic,train
3185,Ghanem,Arabic,train
3186,Sarraf,Arabic,valid
3187,Sarkis,Arabic,test
3188,Mustafa,Arabic,train
3189,Baz,Arabic,train
3190,Kanaan,Arabic,train
3191,Nazari,Arabic,train
3192,Bahar,Arabic,train
3193,Malouf,Arabic,train
3194,Quraishi,Arabic,train
3195,Kattan,Arabic,test
3196,Arian,Arabic,train
3197,Shadid,Arabic,train
3198,Tuma,Arabic,valid
3199,Nader,Arabic,train
3200,Khoury,Arabic,train
3201,Safar,Arabic,train
3202,Wasem,Arabic,valid
3203,Toma,Arabic,test
3204,Haddad,Arabic,train
3205,Quraishi,Arabic,train
3206,Nassar,Arabic,train
3207,Kanaan,Arabic,train
3208,Gaber,Arabic,train
3209,Haddad,Arabic,train
3210,Rahal,Arabic,test
3211,Koury,Arabic,train
3212,Harb,Arabic,train
3213,Mikhail,Arabic,test
3214,Dagher,Arabic,train
3215,Shadid,Arabic,valid
3216,Boutros,Arabic,train
3217,Mikhail,Arabic,train
3218,Khouri,Arabic,train
3219,Nader,Arabic,train
3220,Issa,Arabic,valid
3221,Harb,Arabic,train
3222,Dagher,Arabic,train
3223,Gerges,Arabic,train
3224,Morcos,Arabic,train
3225,Essa,Arabic,train
3226,Fakhoury,Arabic,train
3227,Tuma,Arabic,test
3228,Kattan,Arabic,train
3229,Totah,Arabic,valid
3230,Qureshi,Arabic,train
3231,Nahas,Arabic,train
3232,Bitar,Arabic,valid
3233,Tahan,Arabic,train
3234,Daher,Arabic,train
3235,Shammas,Arabic,train
3236,Kouri,Arabic,train
3237,Ganim,Arabic,train
3238,Daher,Arabic,train
3239,Awad,Arabic,train
3240,Malouf,Arabic,train
3241,Mustafa,Arabic,train
3242,Aswad,Arabic,valid
3243,Abe,Japanese,train
3244,Abukara,Japanese,valid
3245,Adachi,Japanese,train
3246,Aida,Japanese,valid
3247,Aihara,Japanese,train
3248,Aizawa,Japanese,valid
3249,Ajibana,Japanese,train
3250,Akaike,Japanese,train
3251,Akamatsu,Japanese,train
3252,Akatsuka,Japanese,train
3253,Akechi,Japanese,test
3254,Akera,Japanese,test
3255,Akimoto,Japanese,train
3256,Akita,Japanese,valid
3257,Akiyama,Japanese,train
3258,Akutagawa,Japanese,train
3259,Amagawa,Japanese,test
3260,Amaya,Japanese,train
3261,Amori,Japanese,train
3262,Anami,Japanese,train
3263,Ando,Japanese,train
3264,Anzai,Japanese,train
3265,Aoki,Japanese,train
3266,Arai,Japanese,test
3267,Arakawa,Japanese,valid
3268,Araki,Japanese,test
3269,Arakida,Japanese,train
3270,Arato,Japanese,test
3271,Arihyoshi,Japanese,test
3272,Arishima,Japanese,train
3273,Arita,Japanese,train
3274,Ariwa,Japanese,train
3275,Ariwara,Japanese,valid
3276,Asahara,Japanese,train
3277,Asahi,Japanese,train
3278,Asai,Japanese,train
3279,Asano,Japanese,test
3280,Asanuma,Japanese,train
3281,Asari,Japanese,valid
3282,Ashia,Japanese,train
3283,Ashida,Japanese,valid
3284,Ashikaga,Japanese,train
3285,Asuhara,Japanese,train
3286,Atshushi,Japanese,train
3287,Ayabito,Japanese,train
3288,Ayugai,Japanese,train
3289,Baba,Japanese,valid
3290,Baisotei,Japanese,train
3291,Bando,Japanese,train
3292,Bunya,Japanese,test
3293,Chiba,Japanese,train
3294,Chikamatsu,Japanese,train
3295,Chikanatsu,Japanese,train
3296,Chino,Japanese,train
3297,Chishu,Japanese,train
3298,Choshi,Japanese,train
3299,Daishi,Japanese,train
3300,Dan,Japanese,train
3301,Date,Japanese,train
3302,Dazai,Japanese,train
3303,Deguchi,Japanese,test
3304,Deushi,Japanese,test
3305,Doi,Japanese,train
3306,Ebina,Japanese,test
3307,Ebisawa,Japanese,train
3308,Eda,Japanese,train
3309,Egami,Japanese,train
3310,Eguchi,Japanese,valid
3311,Ekiguchi,Japanese,train
3312,Endo,Japanese,train
3313,Endoso,Japanese,valid
3314,Enoki,Japanese,train
3315,Enomoto,Japanese,valid
3316,Erizawa,Japanese,train
3317,Eto,Japanese,train
3318,Etsuko,Japanese,train
3319,Ezakiya,Japanese,test
3320,Fuchida,Japanese,test
3321,Fugunaga,Japanese,train
3322,Fujikage,Japanese,train
3323,Fujimaki,Japanese,test
3324,Fujimoto,Japanese,train
3325,Fujioka,Japanese,train
3326,Fujishima,Japanese,train
3327,Fujita,Japanese,valid
3328,Fujiwara,Japanese,train
3329,Fukao,Japanese,valid
3330,Fukayama,Japanese,train
3331,Fukuda,Japanese,test
3332,Fukumitsu,Japanese,test
3333,Fukunaka,Japanese,train
3334,Fukuoka,Japanese,train
3335,Fukusaku,Japanese,train
3336,Fukushima,Japanese,train
3337,Fukuyama,Japanese,valid
3338,Fukuzawa,Japanese,train
3339,Fumihiko,Japanese,valid
3340,Funabashi,Japanese,train
3341,Funaki,Japanese,train
3342,Funakoshi,Japanese,test
3343,Furusawa,Japanese,train
3344,Fuschida,Japanese,train
3345,Fuse,Japanese,train
3346,Futabatei,Japanese,train
3347,Fuwa,Japanese,train
3348,Gakusha,Japanese,train
3349,Genda,Japanese,valid
3350,Genji,Japanese,valid
3351,Gensai,Japanese,train
3352,Godo,Japanese,test
3353,Goto,Japanese,train
3354,Gushiken,Japanese,train
3355,Hachirobei,Japanese,train
3356,Haga,Japanese,train
3357,Hagino,Japanese,valid
3358,Hagiwara,Japanese,train
3359,Hama,Japanese,train
3360,Hamacho,Japanese,train
3361,Hamada,Japanese,valid
3362,Hamaguchi,Japanese,valid
3363,Hamamoto,Japanese,valid
3364,Hanabusa,Japanese,train
3365,Hanari,Japanese,valid
3366,Handa,Japanese,train
3367,Hara,Japanese,train
3368,Harada,Japanese,valid
3369,Haruguchi,Japanese,test
3370,Hasegawa,Japanese,train
3371,Hasekura,Japanese,train
3372,Hashimoto,Japanese,train
3373,Hasimoto,Japanese,train
3374,Hatakeda,Japanese,train
3375,Hatakeyama,Japanese,train
3376,Hatayama,Japanese,valid
3377,Hatoyama,Japanese,train
3378,Hattori,Japanese,train
3379,Hayakawa,Japanese,train
3380,Hayami,Japanese,train
3381,Hayashi,Japanese,train
3382,Hayashida,Japanese,train
3383,Hayata,Japanese,valid
3384,Hayuata,Japanese,test
3385,Hida,Japanese,train
3386,Hideaki,Japanese,test
3387,Hideki,Japanese,train
3388,Hideyoshi,Japanese,test
3389,Higashikuni,Japanese,train
3390,Higashiyama,Japanese,train
3391,Higo,Japanese,train
3392,Higoshi,Japanese,train
3393,Higuchi,Japanese,train
3394,Hike,Japanese,test
3395,Hino,Japanese,valid
3396,Hira,Japanese,train
3397,Hiraga,Japanese,train
3398,Hiraki,Japanese,train
3399,Hirano,Japanese,train
3400,Hiranuma,Japanese,train
3401,Hiraoka,Japanese,train
3402,Hirase,Japanese,train
3403,Hirasi,Japanese,test
3404,Hirata,Japanese,train
3405,Hiratasuka,Japanese,test
3406,Hirayama,Japanese,train
3407,Hiro,Japanese,train
3408,Hirose,Japanese,valid
3409,Hirota,Japanese,train
3410,Hiroyuki,Japanese,train
3411,Hisamatsu,Japanese,train
3412,Hishida,Japanese,train
3413,Hishikawa,Japanese,train
3414,Hitomi,Japanese,valid
3415,Hiyama,Japanese,train
3416,Hohki,Japanese,train
3417,Hojo,Japanese,train
3418,Hokusai,Japanese,train
3419,Honami,Japanese,train
3420,Honda,Japanese,train
3421,Hori,Japanese,train
3422,Horigome,Japanese,test
3423,Horigoshi,Japanese,train
3424,Horiuchi,Japanese,train
3425,Horri,Japanese,test
3426,Hoshino,Japanese,valid
3427,Hosokawa,Japanese,valid
3428,Hosokaya,Japanese,train
3429,Hotate,Japanese,train
3430,Hotta,Japanese,valid
3431,Hyata,Japanese,valid
3432,Hyobanshi,Japanese,valid
3433,Ibi,Japanese,valid
3434,Ibu,Japanese,train
3435,Ibuka,Japanese,train
3436,Ichigawa,Japanese,train
3437,Ichihara,Japanese,train
3438,Ichikawa,Japanese,train
3439,Ichimonji,Japanese,train
3440,Ichiro,Japanese,train
3441,Ichisada,Japanese,train
3442,Ichiyusai,Japanese,train
3443,Idane,Japanese,train
3444,Iemochi,Japanese,test
3445,Ienari,Japanese,valid
3446,Iesada,Japanese,train
3447,Ieyasu,Japanese,test
3448,Ieyoshi,Japanese,valid
3449,Igarashi,Japanese,train
3450,Ihara,Japanese,train
3451,Ii,Japanese,train
3452,Iida,Japanese,train
3453,Iijima,Japanese,train
3454,Iitaka,Japanese,train
3455,Ijichi,Japanese,test
3456,Ijiri,Japanese,train
3457,Ikeda,Japanese,valid
3458,Ikina,Japanese,test
3459,Ikoma,Japanese,test
3460,Imada,Japanese,train
3461,Imagawa,Japanese,train
3462,Imai,Japanese,train
3463,Imaizumi,Japanese,test
3464,Imamura,Japanese,train
3465,Imoo,Japanese,valid
3466,Ina,Japanese,test
3467,Inaba,Japanese,train
3468,Inao,Japanese,test
3469,Inihara,Japanese,train
3470,Ino,Japanese,test
3471,Inoguchi,Japanese,train
3472,Inokuma,Japanese,test
3473,Inoue,Japanese,train
3474,Inouye,Japanese,valid
3475,Inukai,Japanese,test
3476,Ippitsusai,Japanese,train
3477,Irie,Japanese,train
3478,Iriye,Japanese,train
3479,Isayama,Japanese,train
3480,Ise,Japanese,train
3481,Iseki,Japanese,train
3482,Iseya,Japanese,train
3483,Ishibashi,Japanese,train
3484,Ishida,Japanese,train
3485,Ishiguro,Japanese,test
3486,Ishihara,Japanese,test
3487,Ishikawa,Japanese,train
3488,Ishimaru,Japanese,train
3489,Ishimura,Japanese,test
3490,Ishinomori,Japanese,train
3491,Ishiyama,Japanese,train
3492,Isobe,Japanese,train
3493,Isoda,Japanese,train
3494,Isozaki,Japanese,train
3495,Itagaki,Japanese,train
3496,Itami,Japanese,train
3497,Ito,Japanese,train
3498,Itoh,Japanese,train
3499,Iwahara,Japanese,test
3500,Iwahashi,Japanese,valid
3501,Iwakura,Japanese,train
3502,Iwasa,Japanese,train
3503,Iwasaki,Japanese,train
3504,Izumi,Japanese,train
3505,Jimbo,Japanese,train
3506,Jippensha,Japanese,train
3507,Jo,Japanese,train
3508,Joshuya,Japanese,train
3509,Joshuyo,Japanese,train
3510,Jukodo,Japanese,train
3511,Jumonji,Japanese,train
3512,Kada,Japanese,train
3513,Kagabu,Japanese,train
3514,Kagawa,Japanese,train
3515,Kahae,Japanese,valid
3516,Kahaya,Japanese,train
3517,Kaibara,Japanese,valid
3518,Kaima,Japanese,train
3519,Kajahara,Japanese,test
3520,Kajitani,Japanese,train
3521,Kajiwara,Japanese,valid
3522,Kajiyama,Japanese,train
3523,Kakinomoto,Japanese,test
3524,Kakutama,Japanese,valid
3525,Kamachi,Japanese,train
3526,Kamata,Japanese,train
3527,Kaminaga,Japanese,train
3528,Kamio,Japanese,train
3529,Kamioka,Japanese,test
3530,Kamisaka,Japanese,test
3531,Kamo,Japanese,test
3532,Kamon,Japanese,train
3533,Kan,Japanese,test
3534,Kanada,Japanese,train
3535,Kanagaki,Japanese,train
3536,Kanegawa,Japanese,test
3537,Kaneko,Japanese,valid
3538,Kanesaka,Japanese,valid
3539,Kano,Japanese,test
3540,Karamorita,Japanese,train
3541,Karube,Japanese,train
3542,Karubo,Japanese,train
3543,Kasahara,Japanese,train
3544,Kasai,Japanese,train
3545,Kasamatsu,Japanese,valid
3546,Kasaya,Japanese,train
3547,Kase,Japanese,train
3548,Kashiwagi,Japanese,train
3549,Kasuse,Japanese,train
3550,Kataoka,Japanese,test
3551,Katayama,Japanese,train
3552,Katayanagi,Japanese,valid
3553,Kate,Japanese,train
3554,Kato,Japanese,train
3555,Katoaka,Japanese,train
3556,Katsu,Japanese,train
3557,Katsukawa,Japanese,train
3558,Katsumata,Japanese,train
3559,Katsura,Japanese,train
3560,Katsushika,Japanese,train
3561,Kawabata,Japanese,train
3562,Kawachi,Japanese,valid
3563,Kawagichi,Japanese,valid
3564,Kawagishi,Japanese,train
3565,Kawaguchi,Japanese,train
3566,Kawai,Japanese,test
3567,Kawaii,Japanese,train
3568,Kawakami,Japanese,test
3569,Kawamata,Japanese,train
3570,Kawamura,Japanese,train
3571,Kawasaki,Japanese,train
3572,Kawasawa,Japanese,valid
3573,Kawashima,Japanese,train
3574,Kawasie,Japanese,test
3575,Kawatake,Japanese,valid
3576,Kawate,Japanese,train
3577,Kawayama,Japanese,test
3578,Kawazu,Japanese,train
3579,Kaza,Japanese,train
3580,Kazuyoshi,Japanese,valid
3581,Kenkyusha,Japanese,test
3582,Kenmotsu,Japanese,valid
3583,Kentaro,Japanese,train
3584,Ki,Japanese,train
3585,Kido,Japanese,train
3586,Kihara,Japanese,train
3587,Kijimuta,Japanese,train
3588,Kijmuta,Japanese,train
3589,Kikkawa,Japanese,train
3590,Kikuchi,Japanese,train
3591,Kikugawa,Japanese,train
3592,Kikui,Japanese,valid
3593,Kikutake,Japanese,valid
3594,Kimio,Japanese,train
3595,Kimiyama,Japanese,train
3596,Kimura,Japanese,test
3597,Kinashita,Japanese,train
3598,Kinoshita,Japanese,train
3599,Kinugasa,Japanese,test
3600,Kira,Japanese,valid
3601,Kishi,Japanese,valid
3602,Kiski,Japanese,test
3603,Kita,Japanese,test
3604,Kitabatake,Japanese,train
3605,Kitagawa,Japanese,train
3606,Kitamura,Japanese,train
3607,Kitano,Japanese,train
3608,Kitao,Japanese,valid
3609,Kitoaji,Japanese,train
3610,Ko,Japanese,train
3611,Kobayashi,Japanese,train
3612,Kobi,Japanese,test
3613,Kodama,Japanese,valid
3614,Koga,Japanese,train
3615,Kogara,Japanese,train
3616,Kogo,Japanese,train
3617,Koguchi,Japanese,train
3618,Koiso,Japanese,train
3619,Koizumi,Japanese,train
3620,Kojima,Japanese,train
3621,Kokan,Japanese,train
3622,Komagata,Japanese,train
3623,Komatsu,Japanese,train
3624,Komatsuzaki,Japanese,train
3625,Komine,Japanese,test
3626,Komiya,Japanese,train
3627,Komon,Japanese,valid
3628,Komura,Japanese,valid
3629,Kon,Japanese,train
3630,Konae,Japanese,train
3631,Konda,Japanese,train
3632,Kondo,Japanese,train
3633,Konishi,Japanese,train
3634,Kono,Japanese,valid
3635,Konoe,Japanese,train
3636,Koruba,Japanese,train
3637,Koshin,Japanese,train
3638,Kotara,Japanese,test
3639,Kotoku,Japanese,test
3640,Koyama,Japanese,train
3641,Koyanagi,Japanese,train
